ref;lat;lon;addr:full;addr:state;addr:ISO3166-2-lvl4;addr:district;addr:municipality;addr:city;addr:road;addr:postcode;fuel:lpg;fuel:diesel;fuel:octane_92;fuel:octane_95;fuel:octane_98;fuel:adblue;toilets;internet_access:wifi;generator;amenity:charging_station;service:coffee;shop;parking;compressed_air;payment:terminal;invincibility_point;amenity:fast_food;name;name:en;name:uk;brand;brand:uk;brand:en;operator;contact:phone;contact:email;contact:website;opening_hours;amenity;brand:wikidata;brand:wikipedia;contact:facebook;contact:instagram;contact:twitter;contact:tiktok;contact:youtube;contact:linkedin
07/001;47.972833;35.909611;"Запорізька обл.; Запорізький  р-н; селище. Новомиколаївка; вул. Вільна; 19";Запорізька область;UA-23;Запорізький;Новомиколаївська селищна громада;с-ще Новомиколаївка;вулиця Вільна 19;70101;yes;yes;yes;yes;yes;;yes;;yes;;yes;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
07/007;47.957528;35.245972;"Запорізька обл.; Запорізький р-н; село Михайлівка; вул. Шкільна; 1-Б";Запорізька область;UA-23;Запорізький;Михайлівська сільська громада;с. Михайлівка;вулиця Шкільна 1-Б;70030;;yes;yes;yes;yes;;;;;;yes;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
07/008;47.807944;35.242889;"Запорізька обл.; м. Запоріжжя; Шевченківський р-н; вул. Юності; буд.149";Запорізька область;UA-23;Шевченківський;Запорізька міська громада;м. Запоріжжя;вулиця Юності 149;69060;;yes;yes;yes;yes;;yes;;yes;;yes;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
07/022;47.890556;35.05175;"Запорізька обл.; Запорізький р-н.; с. Сонячне; вул. Котляревського; буд. 1-В";Запорізька область;UA-23;Запорізький;Широківська сільська громада;с. Володимирівське; Котляревського 1-В;70417;yes;yes;yes;yes;yes;;yes;yes;yes;yes;yes;yes;;yes;yes;;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
07/023;47.733333;35.209833;"Запорізька обл.; Запорізький район.; селище Кушугум; вул. Гоголя; буд. 2 ж";Запорізька область;UA-23;Запорізький;Кушугумська селищна громада;с-ще Кушугум;вулиця Гоголя 2-Ж;70435;;yes;yes;yes;yes;;;;;;yes;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
07/029;47.880972;35.034333;"Запорізька обл.; м. Запоріжжя; Дніпровський р-н; вул. Бориспільська; буд. 80";Запорізька область;UA-23;Дніпровський;Запорізька міська громада;м. Запоріжжя;вулиця Бориспільська 80;69069;yes;yes;yes;yes;yes;;yes;;yes;;yes;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
07/114;47.712444;35.529944;"Запорізька обл.; Оріхівський р.; смт Комишуваха; вул. Богдана Хмельницького; буд. 57-А";Запорізька область;UA-23;Запорізький;Комишуваська селищна громада;с-ще Комишуваха;вулиця Б. Хмельницького ;70530;;yes;yes;yes;yes;;;;yes;;yes;yes;;;;;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
07/123;47.790583;35.181944;"Запорізька обл.; м. Запоріжжя; Комунарський р-н; вул.Володимира Українця; 1-А";Запорізька область;UA-23;Комунарський;Запорізька міська громада;м. Запоріжжя;вулиця В. Українця 1-А;69003;;yes;yes;yes;yes;;yes;;yes;;yes;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
07/144;47.871306;35.052694;"Запорізька обл.; м. Запоріжжя; вул. Синенка Сергія; буд. 8-А";Запорізька область;UA-23;Запорізький;Запорізька міська громада;м. Запоріжжя;вулиця Синенка Сергія 8А;69065;yes;yes;yes;yes;yes;;yes;yes;yes;yes;yes;yes;;yes;;yes;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
08/003;48.877778;25.002333;"Івано-Франківська обл.; Тлумацький р-н; м. Тлумач; вул. Грушевського; буд. 63";Івано-Франківська область;UA-26;Івано-Франківський;Тлумацька міська громада;м. Тлумач;вулиця Грушевського 63;78001;yes;yes;yes;yes;yes;;yes;;yes;;yes;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
08/008;48.899556;24.757611;"Івано-Франківська обл.; м. Івано-Франківськ; с. Микитинці; вул. Юності; 49";Івано-Франківська область;UA-26;Івано-Франківський;Івано-Франківська міська громада;с. Микитинці;вулиця Юності 49;76494;yes;yes;yes;yes;yes;yes;yes;;yes;;yes;yes;yes;;;yes;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
08/010;48.876833;24.705917;"м. Івано-Франківськ; вул. Коновальця Євгена ; буд. 320";Івано-Франківська область;UA-26;Івано-Франківський;Івано-Франківська міська громада;м. Івано-Франківськ;вулиця Коновальця 320;77458;yes;yes;yes;yes;yes;yes;yes;;yes;;;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
09/001;50.232639;31.958833;"КИЇВСЬКА ОБЛАСТЬ; ЯГОТИНСЬКИЙ РАЙОН/М.ЯГОТИН Р-Н; с. Богданівка; с/рада Богданівська автодорога Київ-Харків 115 км (праворуч)";Київська область;UA-32;Бориспільський;Яготинська міська громада;с. Богданівка;  ;07741;;yes;yes;yes;yes;yes;yes;yes;yes;;yes;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
09/002;50.240306;31.777028;"Україна;07702; Київська область; Яготинський район/м. Яготин р-н; м. Яготин; вул. Київська; буд. 1-А";Київська область;UA-32;Бориспільський;Яготинська міська громада;м. Яготин;вулиця Київська 1А;07702;;yes;yes;yes;yes;;yes;yes;yes;;yes;yes;yes;yes;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
09/013;50.403806;30.532722;"м. Київ; вул. Саперно-Слобідська; 6/3";Київська область;UA-30;Голосіївський;Київська міська рада;м. Київ;вулиця Саперно-Слобідська 45357;03208;;yes;yes;yes;yes;yes;yes;yes;yes;;yes;yes;yes;yes;yes;yes;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
09/030;50.256667;31.040472;"Київська область; Бориспільській район/м.Бориспіль р-н;с.Рогозів; с/р Рогозівська; а/ш Бориспіль-Дніпропетровськ-Запоріжжя 10км.+700м;пр.";Київська область;UA-32;Бориспільський;Бориспільська міська громада;с. Рогозів;  ;08351;;yes;yes;yes;yes;yes;yes;;yes;;yes;;yes;yes;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
09/032;50.135917;30.682028;"Київська область; м. Обухів Промислова; буд. 2-Б";Київська область;UA-32;Обухівський;Обухівська міська громада;м. Обухів; Промислова 2Б;08702;;yes;yes;yes;yes;;yes;yes;yes;;yes;yes;yes;yes;;;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
13/001;49.807472;24.060639;"Україна; Львівська область; м. Львів;Сихівський р-н; вул. Луганська; 2а";Львівська область;UA-46;Сихівський;Львівська міська громада;м. Львів;вулиця Луганська 2-А;79035;;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;;yes;;;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
13/002;49.801028;24.04125;"Україна; Львівська область; м. Львів;Сихівський район; вул. Хуторівка; 59";Львівська область;UA-46;Львівський;Львівська міська громада;м. Львів;вулиця Хуторівка 59;79070;;yes;yes;yes;yes;yes;yes;yes;yes;;yes;yes;;yes;;;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
13/003;50.283083;24.626833;"Львівська область;Червоноградський район; м.Радехів;вул. Галицька; 4";Львівська область;UA-46;Червоноградський;Радехівська міська громада;м. Радехів;вулиця Галицька 4;80200;;yes;yes;yes;yes;yes;yes;;yes;;;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
